user_id,zipcode,state,cc_number,cc_limit
87411575,03280,NH,4047276387411575,16000
7668139,94589,CA,5066890107668139,5000
8403667,26412,WV,9978688108403667,7000
67677510,45201,OH,1843188867677510,7000
13407845,87701,NM,5053520313407845,20000
42812798,15342,PA,9158643542812798,20000
14615963,03280,NH,1970012414615963,9000
16170669,08022,NJ,6186746716170669,7000
13985957,03280,NH,7479712013985957,6000
25663259,14808,NY,3211178725663259,5000
64240693,03280,NH,4555105664240693,20000
41133373,01096,MA,7562383741133373,6000
27730099,03280,NH,2971883527730099,10000
34722727,03280,NH,4316008434722727,10000
4820311,87701,NM,3144547304820311,3000
44668463,18612,PA,4234867446684630,9000
5530904,61738,IL,3185539505530904,6000
65036885,94101,CA,8360717865036885,12000
88496689,13673,NY,3115487088496689,10000
24265095,15342,PA,8089596624265095,10000
92492251,24283,VA,7872049892492251,16000
75348117,10001,NY,9106899475348117,10000
32217011,03280,NH,2273453032217011,8000
73665128,18612,PA,7242253273665128,10000
59731243,61738,IL,4953039459731243,6000
61691162,15342,PA,6375516161691162,4000
92636656,10001,NY,6778877926366560,10000
83210828,10001,NY,5902896283210828,10000
30988561,03280,NH,9777500730988561,7000
55920966,03280,NH,6019350555920966,8000
66688576,18612,PA,3392289066688576,18000
31610670,24001,VA,3415826331610670,5000
21353241,03280,NH,1678554213532410,8000
54486951,03280,NH,4250640954486951,15000
88799715,03280,NH,5471556288799715,12000
76970564,03280,NH,2732254076970564,10000
95699541,78401,TX,6381412695699541,8000
96668556,61738,IL,2619143396668556,3000
54330173,13673,NY,8789501454330173,8000
47045764,78384,TX,7651453247045764,18000
24262947,25134,WV,2400208024262947,9000
88690808,10001,NY,9747220588690808,10000
92176105,03280,NH,2532915192176105,10000
40490934,03280,NH,1205584049093400,15000
27023063,03280,NH,9230617727023063,8000
57844667,03244,NH,3144062757844667,12000
29502495,00690,PR,3818762929502495,15000
50161370,61738,IL,5774435750161370,4000
21109149,10001,NY,6122229021109149,10000
59875553,71101,LA,3264022159875553,10000
53236776,03280,NH,7309803353236776,10000
32562590,13673,NY,3198474632562590,9000
68897389,01254,MA,1922871068897389,20000
60969355,03280,NH,2032914360969355,16000
33410571,25134,WV,2503950334105710,3000
55625902,03280,NH,8338479556259020,18000
44167462,03280,NH,2192327944167462,9000
23512587,03280,NH,2452703023512587,8000
16991740,03280,NH,9002155916991740,10000
95858035,45201,OH,4621264895858035,7000
45263869,03280,NH,9950738745263869,8000
44598530,03280,NH,7005760744598530,4000
91165760,03280,NH,2349498491165760,9000
86758974,05820,VT,3024070986758974,14000
46577333,03280,NH,7474735346577333,20000
65959984,10001,NY,5851053465959984,20000
65782573,11561,NY,5903115465782573,14000
10656885,05445,VT,4101442910656885,9000
18682359,03280,NH,7839176518682359,2000
68988182,60290,IL,1552850168988182,3000
11548578,48880,MI,5772539011548578,12000
87629591,85701,AZ,4109806087629591,20000
64898629,61738,IL,1964674964898629,10000
35025321,08810,NJ,8949656935025321,16000
31553198,01050,MA,4424348031553198,18000
27969853,05047,VT,8614675327969853,18000
41569896,03280,NH,2130306441569896,8000
11420315,08011,NJ,4508199311420315,10000
2827882,25134,WV,1548318902827882,10000
19081967,10001,NY,6324406419081967,10000
90586205,17968,PA,9929809090586205,2000
47920708,05047,VT,2275997147920708,8000
26916644,03846,NH,4437233026916644,10000
31202746,03280,NH,9752446831202746,4000
41317169,73101,OK,5727389141317169,16000
5663866,15342,PA,4828376405663866,20000
33309201,03280,NH,7805895233309201,10000
21922902,03849,NH,5085766219229020,20000
97246010,15342,PA,7936842197246010,9000
43133624,08810,NJ,7156839431336240,10000
8493238,02770,MA,2934006908493238,20000
72627677,03280,NH,2474980472627677,6000
61448556,03280,NH,2963401361448556,20000
54456121,10001,NY,4539029054456121,10000
37962779,61738,IL,9782383937962779,10000
99619855,03280,NH,7522594999619855,20000
14839306,03280,NH,7931420114839306,16000
26501918,03849,NH,2948184265019180,10000
66574493,15342,PA,8589915366574493,10000
61571732,17968,PA,3893264961571732,20000
6202015,61738,IL,7248537606202015,3000
45471864,03280,NH,5027083745471864,6000
70223313,30434,GA,7855872170223313,4000
46438287,03280,NH,3557096246438287,16000
67252830,03280,NH,2446810167252830,9000
63202688,03280,NH,6731337463202688,5000
23602264,64101,MO,4589043123602264,8000
31501369,03280,NH,1715140831501369,15000
98730496,03280,NH,1716345698730496,10000
43079738,25911,WV,3138631430797380,20000
78000869,01050,MA,8338267978000869,16000
11174780,03280,NH,5986837111747800,10000
5359615,04101,ME,3548435605359615,5000
47176703,01101,MA,6800769847176703,12000
95892873,01501,MA,7442122095892873,14000
94595152,10001,NY,8892532394595152,20000
61041406,03280,NH,6231366461041406,3000
13573207,18612,PA,4057694313573207,5000
86941232,03280,NH,8221209686941232,18000
71530943,10001,NY,4665199071530943,15000
15614144,01254,MA,2503589815614144,9000
58732822,02828,RI,2393984858732822,10000
64802847,03280,NH,2541426464802847,6000
65149778,30434,GA,6488972265149778,5000
85305975,03280,NH,4824808385305975,5000
8169291,15342,PA,8557688308169291,8000
53010194,18612,PA,4261931053010194,18000
86274775,01101,MA,2390159086274775,2000
87602920,30434,GA,7359994387602920,20000
51705252,03280,NH,8606048251705252,4000
6920710,03280,NH,7173709706920710,10000
19958190,03280,NH,6528653819958190,20000
65907349,60290,IL,1732796865907349,15000
38491845,03280,NH,9316483538491845,3000
68160789,08810,NJ,4505325681607890,3000
12764228,03280,NH,3867574612764228,16000
71589946,10001,NY,9714738171589946,9000
63498433,13135,NY,4540881163498433,5000
27170088,03280,NH,5857417271700880,12000
47859253,46201,IN,2915015547859253,14000
17320114,03280,NH,5616126917320114,9000
46625704,10001,NY,7558877146625704,5000
95669338,98060,WA,3884149795669338,12000
90235282,15342,PA,2487470090235282,9000
23807883,15342,PA,9981529423807883,10000
61838712,03280,NH,7343768261838712,6000
78598026,03849,NH,7933715578598026,6000
38660040,03280,NH,5558866386600400,20000
43615147,03280,NH,4379387943615147,9000
45605523,46201,IN,1299826645605523,15000
42485397,03280,NH,3105349842485397,8000
51153320,01254,MA,1645791351153320,14000
23628620,61738,IL,4899750223628620,8000
58108018,25134,WV,5474257658108018,20000
69802697,03280,NH,6316438069802697,16000
97325293,35801,AL,5471472097325293,16000
21160102,03280,NH,2773482116010200,2000
15537572,25134,WV,7954601155375720,4000
55702419,01101,MA,5261942755702419,4000
61373997,18612,PA,2243566661373997,10000
61406514,03280,NH,2491632061406514,8000
37695637,08011,NJ,7340721437695637,10000
8217357,03280,NH,4460685308217357,20000
16848543,15342,PA,9637866616848543,16000
89604612,03280,NH,2417374289604612,18000
73428136,15342,PA,7462942473428136,8000
87658505,67201,KS,4255073687658505,4000
77593806,96801,HI,9051989777593806,15000
55162249,18612,PA,3526125955162249,6000
60839269,01254,MA,1152474560839269,20000
60826853,03280,NH,4425941760826853,10000
93374896,15342,PA,9483503193374896,15000
70052266,18501,PA,2314622370052266,12000
83356382,36601,AL,3576401283356382,15000
84537069,90001,CA,6509284384537069,10000
41130751,16720,PA,2116702641130751,10000
78897978,01887,MA,5822148788979780,6000
46041227,48880,MI,5980743046041227,10000
77927777,60290,IL,3787816677927777,4000
9254181,14201,NY,5338385909254181,14000
87914449,15342,PA,8320311879144490,16000
18732353,03280,NH,5339162318732353,6000
21883308,15342,PA,8998348218833080,20000
96157127,13112,NY,4942088296157127,7000
88388927,03280,NH,5170605088388927,12000
20135729,10001,NY,8544352013572900,8000
51365549,10001,NY,8484595851365549,12000
1277302,15342,PA,5821673801277302,9000
49823093,07848,NJ,8685818949823093,12000
41846218,61738,IL,2270749541846218,5000
14417638,70112,LA,1159581214417638,10000
4404484,62682,IL,2030370204404484,14000
34910051,60290,IL,7899784434910051,10000
2405148,03280,NH,4965429102405148,20000
87634835,03280,NH,2756572587634835,14000
2788791,03280,NH,7638860702788791,5000
85082648,03280,NH,2871018785082648,9000
1029565,10001,NY,5765333401029565,15000
25938301,03280,NH,7398995925938301,10000
4727184,03280,NH,7134204304727184,8000
34231881,01101,MA,4495797934231881,8000
99687724,15342,PA,8399046899687724,10000
62672536,15342,PA,3435462662672536,14000
29451426,76101,TX,2855428429451426,20000
91355557,03849,NH,8106571491355557,16000
87961375,03280,NH,4147980879613750,20000
84529730,83701,ID,9134974284529730,10000
51777266,03280,NH,1554403051777266,4000
39811242,15342,PA,6634777639811242,10000
6216552,03280,NH,3167584406216552,10000
38397546,03280,NH,6992068938397546,20000
13368381,03280,NH,8649958013368381,20000
83672659,15342,PA,1307122583672659,9000
75458405,03280,NH,8408153754584050,8000
69374274,78384,TX,4802533269374274,10000
23865367,03280,NH,9416027123865367,5000
99213014,03280,NH,1412007999213014,10000
41423373,10001,NY,2535806041423373,2000
27239170,03280,NH,8598933027239170,12000
6311821,61738,IL,5855830631182100,20000
70719510,90001,CA,1674739470719510,15000
38137356,03280,NH,9071284938137356,12000
13093233,04422,ME,7649067130932330,16000
30869148,03280,NH,3735501130869148,2000
18560732,16720,PA,8122734518560732,8000
86283357,03280,NH,5363238386283357,10000
63567129,03280,NH,6013976763567129,6000
80891470,03280,NH,4560947680891470,12000
13218834,30434,GA,2853456013218834,20000
8904509,65754,MO,2622453908904509,8000
84035512,03280,NH,4216956884035512,4000
12995773,01101,MA,1592158612995773,5000
11462736,03280,NH,2373175211462736,4000
1406445,15342,PA,4318682601406445,3000
88977142,64101,MO,1389969588977142,10000
56210189,17968,PA,9539581562101890,20000
91330360,15342,PA,8672009191330360,4000
19404468,94101,CA,7244302319404468,10000
2954472,03280,NH,1744842002954472,18000
66057734,18612,PA,3196595366057734,4000
30757662,50301,IA,5579337530757662,20000
15772176,03280,NH,3347518215772176,9000
62281327,61738,IL,3461060562281327,12000
67288135,03280,NH,7821970367288135,10000
25525221,03280,NH,1951729925525221,10000
64449344,13135,NY,9286145464449344,18000
14220017,03280,NH,2012545142200170,3000
27440667,08601,NJ,3131402027440667,7000
67036168,03280,NH,7080999670361680,10000
25707089,15342,PA,6904052257070890,10000
9871244,03280,NH,7324762909871244,15000
79038823,15342,PA,5094900179038823,4000
28399896,01101,MA,5136520328399896,8000
70679086,01944,MA,7751337770679086,6000
10406561,05342,VT,5472284810406561,5000
63342911,08011,NJ,6125718633429110,15000
36243316,73101,OK,5927167036243316,10000
32228125,15342,PA,8238223932228125,18000
84441470,03280,NH,3243731684441470,3000
18469894,46998,IN,6264274418469894,16000
54632221,03280,NH,5931788554632221,7000
86038759,12421,NY,4243843286038759,10000
22149142,13673,NY,4782850922149142,5000
43206270,02858,RI,7795029243206270,10000
18369931,43824,OH,2686717418369931,10000
53258288,03280,NH,2919793653258288,4000
13456891,15342,PA,2951132813456891,4000
64281495,03280,NH,2959566764281495,10000
34733038,03280,NH,3059869634733038,2000
65736968,15342,PA,8196956665736968,12000
26481267,00690,PR,8403528126481267,20000
84939881,61738,IL,7311913184939881,12000
79235049,25134,WV,7071109779235049,20000
57510138,03280,NH,6930713257510138,4000
20264596,16720,PA,6997952120264596,20000
62241364,61738,IL,1354150862241364,12000
17439717,61738,IL,4917212174397170,12000
70197578,13042,NY,1463265170197578,20000
29410938,08601,NJ,1353016929410938,8000
59774135,03280,NH,4700664759774135,10000
92032214,32501,FL,1664589920322140,12000
58418414,10001,NY,7990763158418414,6000
60895398,05472,VT,5584691060895398,6000
21873057,64101,MO,5920328218730570,20000
15836396,03280,NH,6364907515836396,10000
48654423,08810,NJ,3445079486544230,10000
82255664,04929,ME,6335652582255664,4000
25837226,03280,NH,4647612525837226,16000
94789337,74101,OK,1501838894789337,12000
99677804,03280,NH,3610889967780400,4000
72451418,03280,NH,7863597872451418,5000
75815022,02174,MA,7615716875815022,8000
14941560,10001,NY,2881798414941560,10000
64182476,02840,RI,9984435864182476,12000
10431304,03280,NH,5031601510431304,20000
6861345,03280,NH,4445900686134500,10000
47194730,03280,NH,8353210447194730,5000
98349054,03280,NH,9252659198349054,7000
26659549,13135,NY,6673667826659549,12000
64119530,50301,IA,1743647464119530,10000
4275327,03280,NH,4512539204275327,3000
77176173,02101,MA,4899426977176173,6000
19923021,15342,PA,4805263919923021,5000
72494498,15342,PA,6936121472494498,10000
20940928,61738,IL,9669456320940928,12000
94335276,03280,NH,9216037294335276,5000
67750871,03280,NH,8167327267750871,14000
18012979,15342,PA,5817401918012979,7000
49649116,01101,MA,7857968749649116,14000
66296534,16423,PA,3579600966296534,10000
32195285,03280,NH,5626356532195285,10000
48501881,18612,PA,1964024485018810,14000
97326580,03280,NH,3015859897326580,14000
68778073,03280,NH,9023726877807300,10000
10241674,03280,NH,5658211410241674,10000
7915511,04547,ME,5467567807915511,4000
4160563,61738,IL,5147143804160563,20000
25542763,28652,NC,1272969325542763,15000
47854127,03280,NH,5003750947854127,18000
51061292,64101,MO,1197447510612920,3000
56861096,18612,PA,7258373756861096,20000
67718346,03280,NH,8215560667718346,10000
53899098,03280,NH,9305807353899098,20000
6245248,15342,PA,6686240306245248,4000
77634593,15201,PA,2706895677634593,20000
76539985,03280,NH,1178496076539985,12000
67919524,18612,PA,9624033267919524,12000
18155679,10001,NY,1145215318155679,15000
65019270,03280,NH,3895929465019270,12000
79782379,18612,PA,7790955079782379,10000
17773952,03280,NH,2152514517773952,8000
40528207,03280,NH,8405134240528207,14000
13106522,03280,NH,6778762813106522,20000
5846724,03280,NH,9482029058467240,15000
32911478,03280,NH,6342033432911478,8000
92357028,10001,NY,4662734492357028,20000
42390128,03280,NH,2415069423901280,9000
28168495,61738,IL,2404270128168495,8000
47020578,61738,IL,1482822947020578,14000
62956233,03280,NH,4377569562956233,16000
52574313,80509,CO,3114441552574313,6000
73205198,61738,IL,8545774573205198,8000
20895492,03280,NH,3518786208954920,18000
52026057,25134,WV,9542210152026057,18000
21240268,17968,PA,5225432321240268,18000
84738682,60290,IL,3941439584738682,10000
92400127,03280,NH,6436679192400127,5000
28481909,03280,NH,5247790328481909,15000
96398866,03280,NH,5281007996398866,9000
8229235,18612,PA,5033442508229235,6000
25032327,03280,NH,5303970025032327,7000
74281425,15342,PA,6858207074281425,20000
56193805,26412,WV,8893170956193805,18000
80378077,15342,PA,3359855480378077,10000
29141362,15342,PA,5919102129141362,12000
37843411,05342,VT,5763219537843411,4000
73432497,18612,PA,9922529873432497,10000
25199665,45201,OH,8677644251996650,10000
74330313,03280,NH,2227290374330313,16000
33986677,80509,CO,2428832633986677,14000
34620780,03280,NH,2189251034620780,6000
51507649,03280,NH,5155081051507649,10000
88108608,03849,NH,5526263881086080,8000
91608108,03280,NH,8480354891608108,8000
39037838,03280,NH,4816057390378380,10000
31313688,03280,NH,9621532731313688,18000
39135311,03280,NH,7032255139135311,16000
33336880,03280,NH,6670252433336880,16000
17667855,31643,GA,9786355517667855,20000
78050614,15342,PA,3065095678050614,15000
74765868,90001,CA,9233857174765868,12000
57330065,08011,NJ,2443970057330065,4000
43254801,03280,NH,9604315043254801,10000
37368343,25134,WV,3840344537368343,10000
47468902,03280,NH,5371508747468902,14000
42226351,15201,PA,5678972642226351,6000
17632369,03280,NH,4062306617632369,6000
98929561,03280,NH,9537154298929561,12000
47593891,15342,PA,4300239147593891,8000
69668652,73101,OK,2265231369668652,4000
35176694,03280,NH,7426110235176694,4000
22760321,03280,NH,7815586922760321,5000
11370785,10451,NY,5149258011370785,3000
77673540,15342,PA,7136503577673540,6000
91836990,03280,NH,6865588991836990,10000
82393318,10001,NY,7807915482393318,5000
95925077,73101,OK,3116510695925077,6000
7229386,15342,PA,8948388807229386,9000
10028090,03280,NH,3575966310028090,15000
82245585,03280,NH,9800109382245585,4000
54401908,01101,MA,6014124154401908,10000
16000436,14808,NY,3204632160004360,14000
68244508,03280,NH,2392632068244508,8000
97629378,03280,NH,2057071697629378,12000
11058115,03280,NH,1815198511058115,12000
50872012,03280,NH,5239674850872012,10000
86787319,64101,MO,2405567386787319,2000
89511085,03280,NH,7720728989511085,16000
1531067,15342,PA,9387902701531067,5000
55598226,03849,NH,8823153655598226,7000
18900342,03280,NH,9147674718900342,5000
907926,03849,NH,8548434700907926,14000
52149260,03280,NH,9563317521492600,10000
7699940,03280,NH,3391675907699940,4000
85398121,98060,WA,1131927685398121,3000
51422865,15342,PA,3528057151422865,10000
91032498,03280,NH,5168777191032498,5000
24463684,10001,NY,9845710424463684,6000
49206767,03280,NH,9129518249206767,8000
21509845,05343,VT,4469983621509845,9000
98854677,03280,NH,7290421198854677,9000
57841353,46571,IN,9351628457841353,10000
46698278,06237,CT,3767746846698278,18000
10176275,03280,NH,3184198210176275,9000
50117770,03280,NH,5293778250117770,7000
44111602,16720,PA,6671695344111602,9000
68488206,03280,NH,8385607468488206,15000
36509226,08022,NJ,1154063650922600,10000
56659955,03280,NH,7035243956659955,10000
96772997,18612,PA,3585502196772997,10000
41098058,03280,NH,6290998741098058,10000
8673379,15342,PA,8286184208673379,20000
77557798,05047,VT,9252886577557798,12000
27151677,03280,NH,6561824027151677,12000
41095407,18612,PA,3683872241095407,20000
19903446,15342,PA,8408713919903446,8000
57545169,03280,NH,1102088157545169,5000
2612612,03280,NH,8860926902612612,14000
39771531,31821,GA,6444021397715310,5000
32566028,03280,NH,4142196532566028,14000
1542116,03280,NH,3970752801542116,2000
96648752,03280,NH,9201316396648752,4000
18362026,15342,PA,9184693518362026,7000
62826130,13112,NY,9619229962826130,8000
51508366,02173,MA,2609249851508366,10000
41274787,03280,NH,2923800941274787,14000
52846081,03280,NH,3814145752846081,12000
56318328,78384,TX,9933318563183280,16000
51233247,03280,NH,9010232851233247,20000
72080362,36601,AL,5861291772080362,12000
26288639,17968,PA,2530839026288639,10000
34602902,03280,NH,4963405434602902,15000
95662147,04101,ME,6377762795662147,7000
25748690,03280,NH,6068858025748690,5000
70424630,15201,PA,9312263770424630,10000
20800469,03280,NH,2063548220800469,9000
60843324,13112,NY,4358429360843324,9000
1985297,60290,IL,7140481019852970,9000
51068298,03280,NH,2069733951068298,20000
34439423,90001,CA,7018732634439423,15000
38048000,03280,NH,5485003338048000,18000
98426986,18612,PA,7914295898426986,8000
6257968,15342,PA,1479370206257968,7000
27355926,03280,NH,5987633727355926,9000
87399870,52401,IA,3100529187399870,20000
4454820,05445,VT,7798786704454820,6000
81998266,03280,NH,4457386481998266,20000
12794243,15342,PA,7635459912794243,10000
79408092,17968,PA,8502372079408092,14000
78956949,61738,IL,7304111578956949,12000
94910958,03280,NH,3623259949109580,12000
35759026,21201,MD,5159479035759026,10000
75321175,15342,PA,8261470753211750,10000
83233452,03280,NH,1329252832334520,3000
50501298,02770,MA,6138290750501298,5000
44787341,03280,NH,9359071344787341,16000
85278955,03280,NH,9400392385278955,5000
154142,02174,MA,5222293800154142,8000
70149269,01101,MA,5156658870149269,12000
91830042,03280,NH,4132603391830042,4000
48473027,03280,NH,6152253848473027,15000
42455342,98060,WA,5259852142455342,3000
63785276,03280,NH,8999993863785276,8000
4377726,16720,PA,8100201304377726,12000
93893509,03849,NH,3228927938935090,12000
99435845,24557,VA,7150411499435845,7000
27666047,10001,NY,7242160927666047,8000
71972464,03280,NH,5411648371972464,10000
57537174,03280,NH,1852276157537174,16000
66834343,10001,NY,5154944466834343,5000
16716727,15342,PA,5012621616716727,20000
31005779,03280,NH,7217797231005779,10000
60689960,03846,NH,9325414660689960,7000
97895139,96801,HI,6841491597895139,8000
87397824,61738,IL,2557852987397824,4000
5657891,03280,NH,3528926605657891,8000
45549889,10001,NY,8543548445549889,8000
9220683,03280,NH,4343466509220683,20000
48876799,18612,PA,1467689448876799,15000
6960051,64101,MO,5355378606960051,10000
95894788,03280,NH,1748206495894788,15000
37952057,03849,NH,4441243737952057,7000
19053221,03280,NH,3635865219053221,12000
55673952,24283,VA,9140944655673952,7000
75916056,02174,MA,2756518375916056,18000
60903359,10001,NY,2736131860903359,8000
81814230,03280,NH,7401079381814230,20000
20201345,05820,VT,3395499920201345,4000
24986560,03280,NH,9484811249865600,7000
55021814,03280,NH,1938145055021814,5000
85658905,03280,NH,8560662285658905,8000
94283810,46201,IN,9312154794283810,20000
34805762,14808,NY,5299190134805762,6000
23544396,61738,IL,5629106623544396,15000
10321688,10001,NY,6704321310321688,8000
65769609,60290,IL,7889927657696090,20000
34816409,10001,NY,2481121734816409,2000
74783785,05445,VT,8582456074783785,8000
39891649,15342,PA,6820793839891649,16000
80933875,10001,NY,4176446280933875,18000
4764936,03280,NH,1700461304764936,10000
12918884,03280,NH,9606840612918884,16000
89091819,15342,PA,9778527789091819,3000
9543167,70112,LA,9271323095431670,4000
37262470,02174,MA,3280820637262470,14000
65505239,03280,NH,3566871065505239,16000
36252620,03280,NH,4569470036252620,10000
74204304,61738,IL,4342975074204304,14000
78964536,03280,NH,6023911789645360,9000
21844411,03280,NH,2197814321844411,5000
97505988,04101,ME,5859045197505988,10000
73389228,18612,PA,2886940873389228,10000
89618218,03280,NH,9512610689618218,10000
36337202,18612,PA,9170819136337202,8000
35532713,18612,PA,8172277335532713,2000
22842560,15342,PA,1413161322842560,5000
88652307,17968,PA,9000221288652307,4000
83595994,30434,GA,4342480883595994,18000
90818532,27854,NC,4772672190818532,10000
32240384,05820,VT,3489051932240384,15000
14381252,03280,NH,9865759614381252,9000
17936469,03280,NH,5716870517936469,10000
17741723,21122,MD,7981572017741723,10000
54097248,15342,PA,2490675154097248,3000
22582379,03280,NH,9756867722582379,8000
5746561,03280,NH,7375753505746561,12000
95109963,03280,NH,9231808951099630,2000
41767408,15201,PA,7417334841767408,8000
37554093,25134,WV,3885929637554093,4000
20947387,03280,NH,5844672820947387,8000
55573080,33301,FL,6217158655573080,10000
12955495,03280,NH,4022214912955495,15000
49762036,60290,IL,7736855749762036,20000
91179046,15342,PA,7577097391179046,3000
91814291,03280,NH,9820111191814291,3000
24358864,24283,VA,7040328224358864,10000
4035382,03280,NH,2741995704035382,8000
4166101,03280,NH,4549614704166101,4000
36694767,04422,ME,2195864136694767,2000
31556103,13112,NY,6186762131556103,14000
48162366,14201,NY,3949972648162366,8000
72502349,73101,OK,4102111472502349,7000
50716939,17968,PA,5158836750716939,12000
96192446,90001,CA,8454274196192446,6000
88063222,14001,NY,6968423388063222,20000
77666098,03280,NH,5765319877666098,8000
19149685,03280,NH,5141676919149685,6000
83607199,15342,PA,1953903383607199,10000
98690139,00690,PR,8692229698690139,16000
29988559,48880,MI,8161686729988559,10000
90922864,01510,MA,9704411190922864,10000
33391994,03280,NH,2290829133391994,8000
47088783,03280,NH,9877106447088783,10000
82864835,03280,NH,8632084882864835,10000
63656805,15342,PA,1048241636568050,9000
79518629,03465,NH,2306330079518629,15000
88009690,31821,GA,2857378388009690,10000
41019573,15342,PA,1243933541019573,6000
42014021,05445,VT,6346428420140210,7000
70577399,47412,IN,2301914670577399,3000
53867255,25134,WV,5555619053867255,14000
9158739,03280,NH,1089966409158739,15000
205845,03280,NH,2389119600205845,12000
17299409,03280,NH,3097917517299409,10000
92172983,02101,MA,1414441892172983,10000
37423690,03280,NH,5299069537423690,18000
16641682,03280,NH,7240273716641682,18000
48379393,03280,NH,2164773748379393,8000
56137405,13112,NY,2234741856137405,20000
11515961,01254,MA,4799465115159610,7000
22429659,01254,MA,4592162122429659,16000
28566013,03280,NH,7425572228566013,6000
74484948,08022,NJ,7736437374484948,7000
64528883,03280,NH,3094722664528883,6000
35069060,78384,TX,6825050635069060,10000
22377930,03280,NH,3502226223779300,18000
23392664,87701,NM,4500150923392664,12000
25153290,03280,NH,1334548225153290,18000
82987794,03280,NH,7048313482987794,7000
94822044,12421,NY,7962398694822044,5000
44668456,03280,NH,7274391244668456,10000
3147279,01101,MA,8904729003147279,16000
11109773,03280,NH,4735367411109773,10000
55374464,18612,PA,6538013255374464,12000
2973014,10001,NY,1593746502973014,10000
46633716,01101,MA,2452883146633716,2000
35843268,18612,PA,7546174435843268,5000
7898030,03280,NH,4958764107898030,12000
28552908,03280,NH,3753501285529080,10000
49270182,73101,OK,9505212492701820,10000
8785029,01254,MA,7436344808785029,7000
24247865,03280,NH,5226585724247865,5000
77591776,03280,NH,6889801377591776,6000
41212227,03280,NH,6510704041212227,18000
4528304,76101,TX,3828348045283040,10000
28954128,15342,PA,9755537289541280,5000
64408180,15342,PA,3425289964408180,10000
33000037,61738,IL,7018510733000037,7000
46245493,03280,NH,1199086746245493,18000
96093982,01101,MA,2704148496093982,7000
84971462,08810,NJ,3923683984971462,15000
4439634,03280,NH,5832932804439634,10000
71445507,98060,WA,9056512171445507,20000
14825333,03280,NH,4760072148253330,8000
8813442,05841,VT,6683026088134420,16000
54697277,14201,NY,6331008254697277,18000
89634326,03280,NH,2243924489634326,14000
66457469,05445,VT,4973790166457469,8000
29551501,05820,VT,4392981629551501,4000
85356794,03280,NH,7434930185356794,15000
68782399,90001,CA,1113162068782399,6000
89965024,87701,NM,3734556789965024,6000
8328374,61738,IL,6546240508328374,16000
42182123,15342,PA,4843981242182123,20000
27620962,84101,UT,3935446427620962,20000
21073162,00690,PR,2913450721073162,5000
96824400,03280,NH,8190250968244000,15000
30725635,01101,MA,2185158030725635,12000
27548226,16720,PA,5762645827548226,9000
87014698,03280,NH,8038366587014698,10000
24840157,03280,NH,8622240024840157,8000
82594658,03280,NH,5990543782594658,15000
73547373,25134,WV,3057012873547373,20000
88939271,07101,NJ,5288689588939271,10000
20866422,03280,NH,6519526620866422,15000
97323913,10001,NY,6666701797323913,20000
2469657,15342,PA,4610444002469657,3000
88505042,17968,PA,9687999885050420,20000
9048839,01011,MA,1751844309048839,12000
43452298,03280,NH,8915170543452298,5000
32077659,64101,MO,6527058832077659,7000
65625367,03280,NH,2033394565625367,10000
15005568,14201,NY,3178481415005568,10000
64356935,17968,PA,3451586564356935,20000
